Player_ID,Player_Name,Date_of_Birth,Team_ID,Country,Batting_Style,Bowling_Style,Role,Player_Captain_ID
17,PA Patel,3/9/1985,5,India,Left-hand bat,NULL,Keeper,57
21,SK Raina,11/27/1986,8,India,Left-hand bat,Right-arm offbreak,Captain,21
29,IK Pathan,10/27/1984,8,India,Left-hand bat,Left-arm medium-fast,Player,21
35,RA Jadeja,12/6/1988,8,India,Left-hand bat,Slow left-arm orthodox,Player,21
50,Harbhajan Singh,7/3/1980,5,India,Right-hand bat,Right-arm offbreak,Player,57
57,RG Sharma,4/30/1987,5,India,Right-hand bat,Right-arm offbreak,Captain,57
88,KD Karthik,6/1/1985,8,India,Right-hand bat,NULL,Keeper,21
194,SL Malinga,8/28/1983,5,Sri Lanka,Right-hand bat,Right-arm fast,Player,57
221,KA Pollard,5/12/1987,5,West Indies,Right-hand bat,Right-arm medium-fast,Player,57
254,AJ Finch,11/17/1986,8,Australia,Right-hand bat,Slow left-arm orthodox,Player,21
310,JP Faulkner,4/29/1990,8,Australia,Right-hand bat,Left-arm fast-medium,Player,21
375,JJ Bumrah,12/6/1993,5,India,Right-hand bat,Right-arm medium,Player,57
400,HH Pandya,10/11/1993,5,India,Right-hand bat,Right-arm medium-fast,Player,57
403,MJ McClenaghan,6/11/1986,5,New Zealand,Left-hand bat,Left-arm fast-medium,Player,57
407,JC Buttler,9/8/1990,5,England,Right-hand bat,NULL,Player,57
410,Ishan Kishan,7/18/1998,8,India,Left-hand bat,NULL,Player,21
413,KH Pandya,3/24/1991,5,India,Left-hand bat,Slow left-arm orthodox,Player,57
431,N Rana,12/27/1993,5,India,Left-hand bat,Right-arm offbreak,Player,57
471,AJ Tye,12/12/1986,8,Australia,Right-handed,Right-arm medium fast,Player,21
472,Ankit Soni,8/2/1993,8,India,ÿRight-hand bat,ÿLegbreak,Player,21
477,Basil Thampi,9/11/1993,8,India,Right-hand bat,ÿRight-arm fast-medium,Player,21
62,WP Saha,10/24/1984,3,India,Right-hand bat,NULL,Keeper,305
100,SE Marsh,7/9/1983,3,Australia,Left-hand bat,Slow left-arm orthodox,Player,305
136,A Mishra,11/24/1982,4,India,Right-hand bat,Legbreak,Player,15
293,S Nadeem,8/12/1989,4,India,Right-hand bat,Slow left-arm orthodox,Player,15
296,VR Aaron,10/29/1989,3,India,Right-hand bat,Right-arm fast,Player,305
305,GJ Maxwell,10/14/1988,3,Australia,Right-hand bat,Right-arm offbreak,Captain,305
339,KK Nair,12/6/1991,4,India,Right-hand bat,Right-arm offbreak,Captain,15
345,M Vohra,7/18/1993,3,India,Right-hand bat,Right-arm medium,Player,305
347,Mohammed Shami,9/3/1990,4,India,Right-hand bat,Right-arm fast-medium,Player,15
350,CH Morris,4/30/1987,4,South Africa,Right-hand bat,Right-arm fast-medium,Player,15
351,SV Samson,11/11/1994,4,India,Right-hand bat,NULL,Player,15
364,MM Sharma,9/18/1988,3,India,Right-hand bat,Right-arm medium,Player,305
367,Sandeep Sharma,5/18/1993,3,India,Right-hand bat,Right-arm medium,Player,305
372,CJ Anderson,12/13/1990,4,New Zealand,Left-hand bat,Left-arm medium-fast,Player,15
374,AR Patel,1/20/1994,3,India,Left-hand bat,Slow left-arm orthodox,Player,305
393,SS Iyer,12/6/1994,4,India,Right-hand bat,Legbreak googly,Player,15
415,MJ Guptill,9/30/1986,3,New Zealand,Right-hand bat,Right-arm offbreak,Player,305
420,RR Pant,10/4/1997,4,India,Left-hand bat,NULL,Keeper,15
421,SW Billings,6/15/1991,4,England,Right-hand bat,NULL,Player,15
427,HM Amla,3/31/1983,3,South Africa,Right-hand bat,Right-arm offbreak,Player,305
482,K Rabada,5/25/1995,4,South Africa,ÿLeft-hand bat,Right-arm fast,Player,15
493,T Natarajan,5/27/1991,3,India,Left-hand bat,Left-arm medium,Player,305
27,Yuvraj Singh,12/12/1981,6,India,Left-hand bat,Slow left-arm orthodox,Player,187
31,YK Pathan,11/17/1982,1,India,Right-hand bat,Right-arm offbreak,Player,40
40,G Gambhir,10/14/1981,1,India,Left-hand bat,Legbreak,Captain,40
42,S Dhawan,12/5/1985,6,India,Left-hand bat,Right-arm offbreak,Player,187
46,RV Uthappa,11/11/1985,1,India,Right-hand bat,Right-arm medium,Keeper,40
96,MK Pandey,9/10/1989,1,India,Right-hand bat,Right-arm medium,Player,40
163,MC Henriques,2/1/1987,6,Australia,Right-hand bat,Right-arm fast-medium,Player,187
183,NV Ojha,7/20/1983,6,India,Right-hand bat,NULL,Keeper,187
187,DA Warner,10/27/1986,6,Australia,Left-hand bat,Legbreak,Captain,187
228,Bipul Sharma,9/28/1983,6,India,Left-hand bat,Slow left-arm orthodox,Player,187
232,UT Yadav,10/25/1987,1,India,Right-hand bat,Right-arm fast-medium,Player,40
299,B Kumar,2/5/1990,6,India,Right-hand bat,Right-arm medium,Player,187
315,SP Narine,5/26/1988,1,West Indies,Left-hand bat,Right-arm offbreak,Player,40
368,S Kaul,5/19/1990,6,India,Right-hand bat,Right-arm medium,Player,187
371,NM Coulter-Nile,10/11/1987,1,Australia,Right-hand bat,Right-arm fast,Player,40
396,KS Williamson,8/8/1990,6,New Zealand,Right-hand bat,Right-arm offbreak,Player,187
462,Kuldeep Yadav,12/14/1994,1,India,Left-hand bat,Slow left-arm chinaman,Player,40
478,C de Grandhomme,7/22/1986,1,New Zealand,Right-hand bat,Right-arm fast-medium,Player,40
479,CR Woakes,3/2/1989,1,England,ÿRight-hand bat,Right-arm fast-medium,Player,40
486,Mohammed Siraj,3/13/1994,6,India,Right-hand bat,ÿRight-arm medium-fast,Player,187
489,Rashid Khan,11/20/1998,6,Afghanistan,Right-hand bat,Legbreak googly,Player,187
491,SP Jackson,9/27/1986,1,India,Right-hand bat,NULL,Player,40
8,V Kohli,11/5/1988,2,India,Right-hand bat,Right-arm medium,Captain,8
17,PA Patel,3/9/1985,5,India,Left-hand bat,NULL,Keeper,57
32,SR Watson,6/17/1981,2,Australia,Right-hand bat,Right-arm fast-medium,Player,8
57,RG Sharma,4/30/1987,5,India,Right-hand bat,Right-arm offbreak,Captain,57
110,AB de Villiers,2/17/1984,2,South Africa,Right-hand bat,Right-arm medium,Player,8
166,KV Sharma,10/23/1987,5,India,Left-hand bat,Legbreak googly,Player,57
194,SL Malinga,8/28/1983,5,Sri Lanka,Right-hand bat,Right-arm fast,Player,57
221,KA Pollard,5/12/1987,5,West Indies,Right-hand bat,Right-arm medium-fast,Player,57
236,Mandeep Singh,12/18/1991,2,India,Right-hand bat,Right-arm medium,Player,8
237,KM Jadhav,3/26/1985,2,India,Right-hand bat,Right-arm offbreak,Keeper,8
270,S Aravind,4/8/1984,2,India,Left-hand bat,Left-arm medium-fast,Player,8
322,P Negi,1/6/1993,2,India,Left-hand bat,Slow left-arm orthodox,Player,8
375,JJ Bumrah,12/6/1993,5,India,Right-hand bat,Right-arm medium,Player,57
382,YS Chahal,7/23/1990,2,India,Right-hand bat,Legbreak googly,Player,8
400,HH Pandya,10/11/1993,5,India,Right-hand bat,Right-arm medium-fast,Player,57
403,MJ McClenaghan,6/11/1986,5,New Zealand,Left-hand bat,Left-arm fast-medium,Player,57
407,JC Buttler,9/8/1990,5,England,Right-hand bat,NULL,Player,57
413,KH Pandya,3/24/1991,5,India,Left-hand bat,Slow left-arm orthodox,Player,57
417,TM Head,12/29/1993,2,Australia,Left-hand bat,Right-arm offbreak,Player,8
431,N Rana,12/27/1993,5,India,Left-hand bat,Right-arm offbreak,Player,57
461,AF Milne,4/13/1992,2,New Zealand,Right-hand bat,Right-arm fast,Player,8
470,A Choudhary,1/28/1990,2,India,Right-hand bat,Left-arm medium,Player,8
2,BB McCullum,9/27/1981,8,New Zealand,Right-hand bat,Right-arm medium,Player,21
20,MS Dhoni,7/7/1981,7,India,Right-hand bat,Right-arm medium,Keeper,306
21,SK Raina,11/27/1986,8,India,Left-hand bat,Right-arm offbreak,Captain,21
35,RA Jadeja,12/6/1988,8,India,Left-hand bat,Slow left-arm orthodox,Player,21
85,AM Rahane,6/6/1988,7,India,Right-hand bat,Right-arm medium,Player,306
87,MK Tiwary,11/14/1985,7,India,Right-hand bat,Legbreak googly,Player,306
88,KD Karthik,6/1/1985,8,India,Right-hand bat,NULL,Keeper,21
116,PJ Sangwan,11/5/1990,8,India,Right-hand bat,Left-arm medium,Player,21
147,DR Smith,4/12/1983,8,West Indies,Right-hand bat,Right-arm medium,Player,21
254,AJ Finch,11/17/1986,8,Australia,Right-hand bat,Slow left-arm orthodox,Player,21
258,DT Christian,5/4/1983,7,Australia,Right-hand bat,Right-arm fast-medium,Player,306
306,SPD Smith,6/2/1989,7,India,Right-hand bat,Legbreak googly,Captain,306
310,JP Faulkner,4/29/1990,8,Australia,Right-hand bat,Left-arm fast-medium,Player,21
346,JD Unadkat,10/18/1991,7,India,Right-hand bat,Left-arm medium,Player,306
386,Imran Tahir,3/27/1979,7,India,Right-hand bat,Legbreak googly,Player,306
406,SN Thakur,10/16/1991,7,India,Right-hand bat,Right-arm medium,Player,306
410,Ishan Kishan,7/18/1998,8,India,Left-hand bat,NULL,Player,21
472,Ankit Soni,8/2/1993,8,India,ÿRight-hand bat,ÿLegbreak,Player,21
476,BA Stokes,6/4/1991,7,England,Left-hand bat,Right-arm fast-medium,Player,306
477,Basil Thampi,9/11/1993,8,India,Right-hand bat,ÿRight-arm fast-medium,Player,21
488,RA Tripathi,3/2/1991,7,India,ÿRight-hand bat,Right-arm medium,Player,306
497,Washington Sundar,10/5/1999,7,India,ÿLeft-hand bat,ÿRight-arm offbreak,Player,306
27,Yuvraj Singh,12/12/1981,6,India,Left-hand bat,Slow left-arm orthodox,Player,187
42,S Dhawan,12/5/1985,6,India,Left-hand bat,Right-arm offbreak,Player,187
136,A Mishra,11/24/1982,4,India,Right-hand bat,Legbreak,Player,15
163,MC Henriques,2/1/1987,6,Australia,Right-hand bat,Right-arm fast-medium,Player,187
183,NV Ojha,7/20/1983,6,India,Right-hand bat,NULL,Keeper,187
187,DA Warner,10/27/1986,6,Australia,Left-hand bat,Legbreak,Captain,187
191,AD Mathews,6/2/1987,4,Sri Lanka,Right-hand bat,Right-arm fast-medium,Player,15
299,B Kumar,2/5/1990,6,India,Right-hand bat,Right-arm medium,Player,187
339,KK Nair,12/6/1991,4,India,Right-hand bat,Right-arm offbreak,Captain,15
347,Mohammed Shami,9/3/1990,4,India,Right-hand bat,Right-arm fast-medium,Player,15
350,CH Morris,4/30/1987,4,South Africa,Right-hand bat,Right-arm fast-medium,Player,15
351,SV Samson,11/11/1994,4,India,Right-hand bat,NULL,Player,15
368,S Kaul,5/19/1990,6,India,Right-hand bat,Right-arm medium,Player,187
372,CJ Anderson,12/13/1990,4,New Zealand,Left-hand bat,Left-arm medium-fast,Player,15
393,SS Iyer,12/6/1994,4,India,Right-hand bat,Legbreak googly,Player,15
394,DJ Hooda,4/19/1995,6,India,Right-hand bat,Right-arm offbreak,Player,187
396,KS Williamson,8/8/1990,6,New Zealand,Right-hand bat,Right-arm offbreak,Player,187
420,RR Pant,10/4/1997,4,India,Left-hand bat,NULL,Keeper,15
425,J Yadav,1/22/1990,4,India,Right-hand bat,Right-arm offbreak,Player,15
482,K Rabada,5/25/1995,4,South Africa,ÿLeft-hand bat,Right-arm fast,Player,15
486,Mohammed Siraj,3/13/1994,6,India,Right-hand bat,ÿRight-arm medium-fast,Player,187
489,Rashid Khan,11/20/1998,6,Afghanistan,Right-hand bat,Legbreak googly,Player,187
20,MS Dhoni,7/7/1981,7,India,Right-hand bat,Right-arm medium,Keeper,306
31,YK Pathan,11/17/1982,1,India,Right-hand bat,Right-arm offbreak,Player,40
40,G Gambhir,10/14/1981,1,India,Left-hand bat,Legbreak,Captain,40
85,AM Rahane,6/6/1988,7,India,Right-hand bat,Right-arm medium,Player,306
87,MK Tiwary,11/14/1985,7,India,Right-hand bat,Legbreak googly,Player,306
96,MK Pandey,9/10/1989,1,India,Right-hand bat,Right-arm medium,Player,40
232,UT Yadav,10/25/1987,1,India,Right-hand bat,Right-arm fast-medium,Player,40
258,DT Christian,5/4/1983,7,Australia,Right-hand bat,Right-arm fast-medium,Player,306
306,SPD Smith,6/2/1989,7,India,Right-hand bat,Legbreak googly,Captain,306
308,SA Yadav,9/14/1990,1,India,Right-hand bat,Right-arm offbreak,Player,40
315,SP Narine,5/26/1988,1,West Indies,Left-hand bat,Right-arm offbreak,Player,40
346,JD Unadkat,10/18/1991,7,India,Right-hand bat,Left-arm medium,Player,306
371,NM Coulter-Nile,10/11/1987,1,Australia,Right-hand bat,Right-arm fast,Player,40
386,Imran Tahir,3/27/1979,7,India,Right-hand bat,Legbreak googly,Player,306
406,SN Thakur,10/16/1991,7,India,Right-hand bat,Right-arm medium,Player,306
462,Kuldeep Yadav,12/14/1994,1,India,Left-hand bat,Slow left-arm chinaman,Player,40
476,BA Stokes,6/4/1991,7,England,Left-hand bat,Right-arm fast-medium,Player,306
478,C de Grandhomme,7/22/1986,1,New Zealand,Right-hand bat,Right-arm fast-medium,Player,40
479,CR Woakes,3/2/1989,1,England,ÿRight-hand bat,Right-arm fast-medium,Player,40
488,RA Tripathi,3/2/1991,7,India,ÿRight-hand bat,Right-arm medium,Player,306
491,SP Jackson,9/27/1986,1,India,Right-hand bat,NULL,Keeper,40
497,Washington Sundar,10/5/1999,7,India,ÿLeft-hand bat,ÿRight-arm offbreak,Player,306
2,BB McCullum,9/27/1981,8,New Zealand,Right-hand bat,Right-arm medium,Player,21
21,SK Raina,11/27/1986,8,India,Left-hand bat,Right-arm offbreak,Captain,21
35,RA Jadeja,12/6/1988,8,India,Left-hand bat,Slow left-arm orthodox,Player,21
88,KD Karthik,6/1/1985,8,India,Right-hand bat,NULL,Keeper,21
116,PJ Sangwan,11/5/1990,8,India,Right-hand bat,Left-arm medium,Player,21
136,A Mishra,11/24/1982,4,India,Right-hand bat,Legbreak,Player,15
147,DR Smith,4/12/1983,8,West Indies,Right-hand bat,Right-arm medium,Player,21
254,AJ Finch,11/17/1986,8,Australia,Right-hand bat,Slow left-arm orthodox,Player,21
293,S Nadeem,8/12/1989,4,India,Right-hand bat,Slow left-arm orthodox,Player,15
307,MN Samuels,2/5/1981,4,West Indies,Right-hand bat,Right-arm offbreak,Player,15
310,JP Faulkner,4/29/1990,8,Australia,Right-hand bat,Left-arm fast-medium,Player,21
339,KK Nair,12/6/1991,4,India,Right-hand bat,Right-arm offbreak,Captain,15
347,Mohammed Shami,9/3/1990,4,India,Right-hand bat,Right-arm fast-medium,Player,15
351,SV Samson,11/11/1994,4,India,Right-hand bat,NULL,Player,15
372,CJ Anderson,12/13/1990,4,New Zealand,Left-hand bat,Left-arm medium-fast,Player,15
393,SS Iyer,12/6/1994,4,India,Right-hand bat,Legbreak googly,Player,15
405,PJ Cummins,5/8/1993,4,Australia,Right-hand bat,Right-arm fast,Player,15
410,Ishan Kishan,7/18/1998,8,India,Left-hand bat,NULL,Player,21
420,RR Pant,10/4/1997,4,India,Left-hand bat,NULL,Keeper,15
472,Ankit Soni,8/2/1993,8,India,ÿRight-hand bat,ÿLegbreak,Player,21
477,Basil Thampi,9/11/1993,8,India,Right-hand bat,ÿRight-arm fast-medium,Player,21
482,K Rabada,5/25/1995,4,South Africa,ÿLeft-hand bat,Right-arm fast,Player,15
8,V Kohli,11/5/1988,2,India,Right-hand bat,Right-arm medium,Captain,8
32,SR Watson,6/17/1981,2,Australia,Right-hand bat,Right-arm fast-medium,Player,8
62,WP Saha,10/24/1984,3,India,Right-hand bat,NULL,Keeper,305
100,SE Marsh,7/9/1983,3,Australia,Left-hand bat,Slow left-arm orthodox,Player,305
110,AB de Villiers,2/17/1984,2,South Africa,Right-hand bat,Right-arm medium,Player,8
162,CH Gayle,9/21/1979,2,West Indies,Left-hand bat,Right-arm offbreak,Player,8
236,Mandeep Singh,12/18/1991,2,India,Right-hand bat,Right-arm medium,Player,8
237,KM Jadhav,3/26/1985,2,India,Right-hand bat,Right-arm offbreak,Keeper,8
270,S Aravind,4/8/1984,2,India,Left-hand bat,Left-arm medium-fast,Player,8
296,VR Aaron,10/29/1989,3,India,Right-hand bat,Right-arm fast,Player,305
305,GJ Maxwell,10/14/1988,3,Australia,Right-hand bat,Right-arm offbreak,Captain,305
322,P Negi,1/6/1993,2,India,Left-hand bat,Slow left-arm orthodox,Player,8
345,M Vohra,7/18/1993,3,India,Right-hand bat,Right-arm medium,Player,305
364,MM Sharma,9/18/1988,3,India,Right-hand bat,Right-arm medium,Player,305
367,Sandeep Sharma,5/18/1993,3,India,Right-hand bat,Right-arm medium,Player,305
374,AR Patel,1/20/1994,3,India,Left-hand bat,Slow left-arm orthodox,Player,305
382,YS Chahal,7/23/1990,2,India,Right-hand bat,Legbreak googly,Player,8
415,MJ Guptill,9/30/1986,3,New Zealand,Right-hand bat,Right-arm offbreak,Player,305
427,HM Amla,3/31/1983,3,South Africa,Right-hand bat,Right-arm offbreak,Player,305
452,S Badree,3/9/1981,2,West Indies,Right-hand bat,Legbreak,Player,8
470,A Choudhary,1/28/1990,2,India,Right-hand bat,Left-arm medium,Player,8
493,T Natarajan,5/27/1991,3,India,Left-hand bat,Left-arm medium,Player,305
20,MS Dhoni,7/7/1981,7,India,Right-hand bat,Right-arm medium,Keeper,306
27,Yuvraj Singh,12/12/1981,6,India,Left-hand bat,Slow left-arm orthodox,Player,187
42,S Dhawan,12/5/1985,6,India,Left-hand bat,Right-arm offbreak,Player,187
73,A Nehra,4/29/1979,6,India,Right-hand bat,Left-arm medium-fast,Player,187
85,AM Rahane,6/6/1988,7,India,Right-hand bat,Right-arm medium,Player,306
87,MK Tiwary,11/14/1985,7,India,Right-hand bat,Legbreak googly,Player,306
163,MC Henriques,2/1/1987,6,Australia,Right-hand bat,Right-arm fast-medium,Player,187
183,NV Ojha,7/20/1983,6,India,Right-hand bat,NULL,Keeper,187
187,DA Warner,10/27/1986,6,Australia,Left-hand bat,Legbreak,Captain,187
228,Bipul Sharma,9/28/1983,6,India,Left-hand bat,Slow left-arm orthodox,Player,187
258,DT Christian,5/4/1983,7,Australia,Right-hand bat,Right-arm fast-medium,Player,306
299,B Kumar,2/5/1990,6,India,Right-hand bat,Right-arm medium,Player,187
306,SPD Smith,6/2/1989,7,India,Right-hand bat,Legbreak googly,Captain,306
346,JD Unadkat,10/18/1991,7,India,Right-hand bat,Left-arm medium,Player,306
368,S Kaul,5/19/1990,6,India,Right-hand bat,Right-arm medium,Player,187
386,Imran Tahir,3/27/1979,7,India,Right-hand bat,Legbreak googly,Player,306
396,KS Williamson,8/8/1990,6,New Zealand,Right-hand bat,Right-arm offbreak,Player,187
406,SN Thakur,10/16/1991,7,India,Right-hand bat,Right-arm medium,Player,306
476,BA Stokes,6/4/1991,7,England,Left-hand bat,Right-arm fast-medium,Player,306
488,RA Tripathi,3/2/1991,7,India,ÿRight-hand bat,Right-arm medium,Player,306
489,Rashid Khan,11/20/1998,6,Afghanistan,Right-hand bat,Legbreak googly,Player,187
497,Washington Sundar,10/5/1999,7,India,ÿLeft-hand bat,ÿRight-arm offbreak,Player,306
15,Z Khan,10/7/1978,4,India,Right-hand bat,Left-arm fast-medium,Captain,15
17,PA Patel,3/9/1985,5,India,Left-hand bat,NULL,Keeper,57
50,Harbhajan Singh,7/3/1980,5,India,Right-hand bat,Right-arm offbreak,Player,57
57,RG Sharma,4/30/1987,5,India,Right-hand bat,Right-arm offbreak,Captain,57
136,A Mishra,11/24/1982,4,India,Right-hand bat,Legbreak,Player,15
166,KV Sharma,10/23/1987,5,India,Left-hand bat,Legbreak googly,Player,57
194,SL Malinga,8/28/1983,5,Sri Lanka,Right-hand bat,Right-arm fast,Player,57
221,KA Pollard,5/12/1987,5,West Indies,Right-hand bat,Right-arm medium-fast,Player,57
307,MN Samuels,2/5/1981,4,West Indies,Right-hand bat,Right-arm offbreak,Player,15
339,KK Nair,12/6/1991,4,India,Right-hand bat,Right-arm offbreak,Player,15
347,Mohammed Shami,9/3/1990,4,India,Right-hand bat,Right-arm fast-medium,Player,15
351,SV Samson,11/11/1994,4,India,Right-hand bat,NULL,Player,15
372,CJ Anderson,12/13/1990,4,New Zealand,Left-hand bat,Left-arm medium-fast,Player,15
375,JJ Bumrah,12/6/1993,5,India,Right-hand bat,Right-arm medium,Player,57
383,LMP Simmons,1/25/1985,5,West Indies,Right-hand bat,Right-arm medium-fast,Player,57
393,SS Iyer,12/6/1994,4,India,Right-hand bat,Legbreak googly,Player,15
400,HH Pandya,10/11/1993,5,India,Right-hand bat,Right-arm medium-fast,Player,57
403,MJ McClenaghan,6/11/1986,5,New Zealand,Left-hand bat,Left-arm fast-medium,Player,57
405,PJ Cummins,5/8/1993,4,Australia,Right-hand bat,Right-arm fast,Player,15
420,RR Pant,10/4/1997,4,India,Left-hand bat,NULL,Keeper,15
431,N Rana,12/27/1993,5,India,Left-hand bat,Right-arm offbreak,Player,57
482,K Rabada,5/25/1995,4,South Africa,ÿLeft-hand bat,Right-arm fast,Player,15
8,V Kohli,11/5/1988,2,India,Right-hand bat,Right-arm medium,Captain,8
31,YK Pathan,11/17/1982,1,India,Right-hand bat,Right-arm offbreak,Player,40
40,G Gambhir,10/14/1981,1,India,Left-hand bat,Legbreak,Captain,40
67,PP Chawla,12/24/1988,1,India,Left-hand bat,Legbreak,Player,40
96,MK Pandey,9/10/1989,1,India,Right-hand bat,Right-arm medium,Player,40
110,AB de Villiers,2/17/1984,2,South Africa,Right-hand bat,Right-arm medium,Player,8
162,CH Gayle,9/21/1979,2,West Indies,Left-hand bat,Right-arm offbreak,Player,8
232,UT Yadav,10/25/1987,1,India,Right-hand bat,Right-arm fast-medium,Player,40
236,Mandeep Singh,12/18/1991,2,India,Right-hand bat,Right-arm medium,Player,8
237,KM Jadhav,3/26/1985,2,India,Right-hand bat,Right-arm offbreak,Keeper,8
270,S Aravind,4/8/1984,2,India,Left-hand bat,Left-arm medium-fast,Player,8
315,SP Narine,5/26/1988,1,West Indies,Left-hand bat,Right-arm offbreak,Player,40
322,P Negi,1/6/1993,2,India,Left-hand bat,Slow left-arm orthodox,Player,8
336,CA Lynn,4/10/1990,1,Australia,Right-hand bat,Slow left-arm orthodox,Player,40
344,AS Rajpoot,12/4/1993,1,India,Right-hand bat,Right-arm medium,Player,40
382,YS Chahal,7/23/1990,2,India,Right-hand bat,Legbreak googly,Player,8
417,TM Head,12/29/1993,2,Australia,Left-hand bat,Right-arm offbreak,Player,8
452,S Badree,3/9/1981,2,West Indies,Right-hand bat,Legbreak,Player,8
470,A Choudhary,1/28/1990,2,India,Right-hand bat,Left-arm medium,Player,8
478,C de Grandhomme,7/22/1986,1,New Zealand,Right-hand bat,Right-arm fast-medium,Player,40
479,CR Woakes,3/2/1989,1,England,ÿRight-hand bat,Right-arm fast-medium,Player,40
491,SP Jackson,9/27/1986,1,India,Right-hand bat,NULL,Keeper,40
21,SK Raina,11/27/1986,8,India,Left-hand bat,Right-arm offbreak,Captain,21
35,RA Jadeja,12/6/1988,8,India,Left-hand bat,Slow left-arm orthodox,Player,21
62,WP Saha,10/24/1984,3,India,Right-hand bat,NULL,Keeper,305
80,DS Kulkarni,12/10/1988,8,India,Right-hand bat,Right-arm medium,Player,21
88,KD Karthik,6/1/1985,8,India,Right-hand bat,NULL,Keeper,21
100,SE Marsh,7/9/1983,3,Australia,Left-hand bat,Slow left-arm orthodox,Player,305
116,PJ Sangwan,11/5/1990,8,India,Right-hand bat,Left-arm medium,Player,21
147,DR Smith,4/12/1983,8,West Indies,Right-hand bat,Right-arm medium,Player,21
254,AJ Finch,11/17/1986,8,Australia,Right-hand bat,Slow left-arm orthodox,Player,21
296,VR Aaron,10/29/1989,3,India,Right-hand bat,Right-arm fast,Player,305
305,GJ Maxwell,10/14/1988,3,Australia,Right-hand bat,Right-arm offbreak,Captain,305
310,JP Faulkner,4/29/1990,8,Australia,Right-hand bat,Left-arm fast-medium,Player,21
329,Gurkeerat Singh,6/29/1990,3,India,Right-hand bat,Right-arm offbreak,Player,305
364,MM Sharma,9/18/1988,3,India,Right-hand bat,Right-arm medium,Player,305
367,Sandeep Sharma,5/18/1993,3,India,Right-hand bat,Right-arm medium,Player,305
374,AR Patel,1/20/1994,3,India,Left-hand bat,Slow left-arm orthodox,Player,305
410,Ishan Kishan,7/18/1998,8,India,Left-hand bat,NULL,Player,21
415,MJ Guptill,9/30/1986,3,New Zealand,Right-hand bat,Right-arm offbreak,Player,305
427,HM Amla,3/31/1983,3,South Africa,Right-hand bat,Right-arm offbreak,Player,305
472,Ankit Soni,8/2/1993,8,India,ÿRight-hand bat,ÿLegbreak,Player,21
477,Basil Thampi,9/11/1993,8,India,Right-hand bat,ÿRight-arm fast-medium,Player,21
493,T Natarajan,5/27/1991,3,India,Left-hand bat,Left-arm medium,Player,305
17,PA Patel,3/9/1985,5,India,Left-hand bat,NULL,Keeper,57
27,Yuvraj Singh,12/12/1981,6,India,Left-hand bat,Slow left-arm orthodox,Player,187
42,S Dhawan,12/5/1985,6,India,Left-hand bat,Right-arm offbreak,Player,187
50,Harbhajan Singh,7/3/1980,5,India,Right-hand bat,Right-arm offbreak,Player,57
57,RG Sharma,4/30/1987,5,India,Right-hand bat,Right-arm offbreak,Captain,57
163,MC Henriques,2/1/1987,6,Australia,Right-hand bat,Right-arm fast-medium,Player,187
166,KV Sharma,10/23/1987,5,India,Left-hand bat,Legbreak googly,Player,57
183,NV Ojha,7/20/1983,6,India,Right-hand bat,NULL,Keeper,187
187,DA Warner,10/27/1986,6,Australia,Left-hand bat,Legbreak,Captain,187
194,SL Malinga,8/28/1983,5,Sri Lanka,Right-hand bat,Right-arm fast,Player,57
221,KA Pollard,5/12/1987,5,West Indies,Right-hand bat,Right-arm medium-fast,Player,57
299,B Kumar,2/5/1990,6,India,Right-hand bat,Right-arm medium,Player,187
368,S Kaul,5/19/1990,6,India,Right-hand bat,Right-arm medium,Player,187
375,JJ Bumrah,12/6/1993,5,India,Right-hand bat,Right-arm medium,Player,57
383,LMP Simmons,1/25/1985,5,West Indies,Right-hand bat,Right-arm medium-fast,Player,57
400,HH Pandya,10/11/1993,5,India,Right-hand bat,Right-arm medium-fast,Player,57
403,MJ McClenaghan,6/11/1986,5,New Zealand,Left-hand bat,Left-arm fast-medium,Player,57
431,N Rana,12/27/1993,5,India,Left-hand bat,Right-arm offbreak,Player,57
455,V Shankar,1/26/1991,6,India,Right-hand bat,Right-arm medium,Player,187
485,Mohammad Nabi,1/1/1985,6,Afghanistan,ÿRight-hand bat,Right-arm offbreak,Player,187
486,Mohammed Siraj,3/13/1994,6,India,Right-hand bat,ÿRight-arm medium-fast,Player,187
489,Rashid Khan,11/20/1998,6,Afghanistan,Right-hand bat,Legbreak googly,Player,187
31,YK Pathan,11/17/1982,1,India,Right-hand bat,Right-arm offbreak,Player,40
40,G Gambhir,10/14/1981,1,India,Left-hand bat,Legbreak,Captain,40
46,RV Uthappa,11/11/1985,1,India,Right-hand bat,Right-arm medium,Keeper,40
62,WP Saha,10/24/1984,3,India,Right-hand bat,NULL,Keeper,305
96,MK Pandey,9/10/1989,1,India,Right-hand bat,Right-arm medium,Player,40
100,SE Marsh,7/9/1983,3,Australia,Left-hand bat,Slow left-arm orthodox,Player,305
232,UT Yadav,10/25/1987,1,India,Right-hand bat,Right-arm fast-medium,Player,40
305,GJ Maxwell,10/14/1988,3,Australia,Right-hand bat,Right-arm offbreak,Captain,305
315,SP Narine,5/26/1988,1,West Indies,Left-hand bat,Right-arm offbreak,Player,40
336,CA Lynn,4/10/1990,1,Australia,Right-hand bat,Slow left-arm orthodox,Player,40
344,AS Rajpoot,12/4/1993,1,India,Right-hand bat,Right-arm medium,Player,40
345,M Vohra,7/18/1993,3,India,Right-hand bat,Right-arm medium,Player,305
